word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
cover,covered,(3) A health care provider who transmits any health information in electronic form in connection with a transaction covered by this subchapter.,Healthcare,0.912,0.864,1.0,0.5,True,Intra-Domain,Software/IT,form a cover over,Software/IT,invest with a large or excessive amount of something,"The word ""cover"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] form a cover over (context similarity=0.10)
  Candidate sense 2: [Software/IT] invest with a large or excessive amount of something (context similarity=0.07)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
payment,payments,495.106 Incentive payments to CAHs.,Software/IT,0.36,0.5,0.1,0.0,False,None,Finance/Business,a sum of money paid or a claim discharged,,,"The word ""payment"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Finance/Business] a sum of money paid or a claim discharged (context similarity=0.00)
  Candidate sense 2: [Finance/Business] the act of paying money (context similarity=0.00)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
standards,Standards,Â§ 162.1602 Standards for health care payment and remittance advice transaction.,Finance/Business,0.725,0.9,0.4,0.0,False,None,Legal/Regulatory,an upright pole or beam (especially one used as a support),,,"The word ""standards"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Legal/Regulatory] an upright pole or beam (especially one used as a support) (context similarity=0.12)
  Candidate sense 2: [Legal/Regulatory] the ideal in terms of which something can be judged (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Legal/Regulatory"" domain but represent distinct concepts."
care,care,Â§ 162.1602 Standards for health care payment and remittance advice transaction.,Finance/Business,0.766,0.964,0.4,0.0,True,Intra-Domain,Healthcare,a cause for feeling concern,Healthcare,attention and management implying responsibility for safety,"The word ""care"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Healthcare] a cause for feeling concern (context similarity=0.12)
  Candidate sense 2: [Healthcare] attention and management implying responsibility for safety (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
payment,payment,Â§ 162.1602 Standards for health care payment and remittance advice transaction.,Finance/Business,0.63,0.915,0.1,0.0,False,None,Finance/Business,an act of requiting; returning in kind,,,"The word ""payment"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Finance/Business] an act of requiting; returning in kind (context similarity=0.09)
  Candidate sense 2: [Finance/Business] a sum of money paid or a claim discharged (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Finance/Business"" domain but represent distinct concepts."
transaction,transaction,Â§ 162.1602 Standards for health care payment and remittance advice transaction.,Finance/Business,0.325,0.5,0.0,0.0,False,None,Finance/Business,the act of transacting within or between groups (as carrying on commercial activities),,,"The word ""transaction"" appears in a sentence whose detected domain is ""Finance/Business"".
  Candidate sense 1: [Finance/Business] the act of transacting within or between groups (as carrying on commercial activities) (context similarity=0.09)
Not flagged as ambiguous in this context."
request,request,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.532,0.765,0.1,0.5,False,None,Software/IT,ask (a person) to do something,,,"The word ""request"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] ask (a person) to do something (context similarity=0.12)
  Candidate sense 2: [General] inquire for (information) (context similarity=0.07)
Classified as INTER-DOMAIN ambiguity: the top two candidate senses belong to different application domains (""Software/IT"" vs. ""General"")."
extension,extension,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.944,0.914,1.0,0.0,True,Intra-Domain,Software/IT,an educational opportunity provided by colleges and universities to people who are not enrolled as regular students,Software/IT,the ability to raise the working leg high in the air,"The word ""extension"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an educational opportunity provided by colleges and universities to people who are not enrolled as regular students (context similarity=0.19)
  Candidate sense 2: [Software/IT] the ability to raise the working leg high in the air (context similarity=0.16)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
cause,cause,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.598,0.758,0.3,0.5,False,None,General,a justification for something existing or happening,,,"The word ""cause"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] a justification for something existing or happening (context similarity=0.09)
  Candidate sense 2: [General] events that provide the generative force that is the origin of something (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
day,day,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.921,0.987,0.8,0.0,True,Intra-Domain,Software/IT,some point or period in time,Software/IT,a period of opportunity,"The word ""day"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] some point or period in time (context similarity=0.20)
  Candidate sense 2: [Software/IT] a period of opportunity (context similarity=0.19)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
period,period,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.769,0.914,0.5,0.5,True,Intra-Domain,Software/IT,an amount of time,Software/IT,the end or completion of something,"The word ""period"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] an amount of time (context similarity=0.16)
  Candidate sense 2: [Software/IT] the end or completion of something (context similarity=0.13)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
provide,provided,An applicant may request an extension for good cause from the National Coordinator of the 15-day period provided in paragraph (c)(2) of this section to submit a revised application.,Software/IT,0.771,0.917,0.5,0.0,True,Intra-Domain,Software/IT,give something useful or necessary to,Software/IT,"give what is desired or needed, especially support, food or sustenance","The word ""provide"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] give something useful or necessary to (context similarity=0.06)
  Candidate sense 2: [Software/IT] give what is desired or needed, especially support, food or sustenance (context similarity=0.05)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
